number,opened_at,amount,state,short_description,ci,user,department,category,processed_date,source_id,type,location,processing_time_hours
8773bec7-05b2-44ce-aa49-f7eb45093e65,2024-09-22 07:42:27,43830,Pending,Return during fish fear field good herself.,evidence,marthabaker,Sales,Assets,2024-01-07 10:33:46,f8e81379-532a-4095-a54a-45e7522e9a27,Recurring,Europe,-6213.144722222222
5d542b7b-ab16-47e0-947c-e0d00d2a7139,2024-03-23 10:11:16,19199,Submitted,How ground office fire.,like,albert63,HR,Assets,2024-03-21 13:52:07,c770ceb4-b21b-4133-b870-5aae1e2e68a4,One-time,Asia,-44.31916666666667
bfc159d5-70f7-405d-824d-6ddf04af96bd,2024-01-21 18:48:00,90434,Pending,Point event cost street.,letter,davisbenjamin,Product Management,Travel,2024-03-26 19:40:23,00f2505a-bd24-49bc-b34d-20d9670d5596,One-time,North America,1560.8730555555555
3f9f0eb9-9892-429d-9374-2f2d2ffbd52b,2024-02-09 12:28:37,85192,Submitted,Center fish training sure store.,less,nperry,Product Management,Miscellaneous,2024-10-28 15:33:39,7d7508bd-d411-4ffe-b9d2-bc9044127ea5,One-time,North America,6291.083888888889
931d7f1d-9c35-45f2-a123-587f08036edc,2024-02-22 09:42:19,92289,Processed,Other them its without resource notice.,special,garciaregina,Customer Support,Assets,2024-05-11 00:11:32,5a64b6ad-c6e6-4d6b-b414-2b127a6438ac,Recurring,Africa,1886.4869444444444
6bb89e63-a2d2-417a-899b-8c6d932d3d7b,2024-08-13 02:43:35,10053,Declined,Likely body measure soon.,enough,robertsjames,Development,Assets,2024-08-13 15:21:09,0920e40b-3e44-4d09-a659-731bf48ca7a5,One-time,Africa,12.626111111111111
4de4eef7-f1b0-43ed-b6a9-c3c81ad9fdae,2024-07-24 16:54:26,13944,Submitted,Most wife floor same again about response.,rock,thomastyler,HR,Services,2024-10-18 18:35:35,0b968193-d5af-4912-8ccc-e8d1482d4e2a,One-time,South America,2065.6858333333334
3e4746f9-68d6-4e17-bfbc-a09c79bd197b,2024-02-22 00:23:49,29865,Pending,Red her simply nothing buy.,detail,amandahill,IT,Services,2024-02-06 21:21:25,5bf24f7f-e950-4707-a760-b8985b92f017,Recurring,Europe,-363.04
0d208459-87f7-4d52-a7b4-5005db25450b,2024-02-28 01:00:40,68279,Declined,Also several fact she.,rock,qflores,Sales,Services,2024-07-22 11:56:07,d4afc649-28bc-4491-8cef-3af7aea2a505,One-time,Europe,3490.9241666666667
17daa78c-8d2c-4e6a-94ad-9065063ef0d8,2024-10-27 00:02:37,29599,Processed,Manage degree whole laugh above key year.,enough,gina99,HR,Miscellaneous,2024-10-28 15:33:53,81c96098-7149-4dc1-958e-615f385117b3,Recurring,North America,39.52111111111111
cf50e5f0-fb9a-4647-a2e4-a7cc2637b4bc,2024-10-04 00:23:40,41977,Declined,Newspaper term field table million.,letter,xgregory,Sales,Assets,2024-01-21 20:47:50,4e1fd9c9-efda-4bb1-adf9-5cdf1f6c02ed,One-time,Asia,-6147.597222222223
e65cecca-6024-4f07-92f7-de1cebef733a,2024-08-13 23:51:49,68489,Declined,Appear big feel.,evidence,deborahhill,Product Management,Travel,2024-07-01 11:19:27,2e081c15-34c7-49b5-ba80-7d93459234bc,One-time,South America,-1044.5394444444444
c120278f-bef3-4145-bedd-f8719b2e203a,2024-03-26 01:59:16,69213,Pending,Key likely gun political.,action,albert63,Finance,Miscellaneous,2024-10-18 03:19:12,ad6994f2-1c6b-4f9b-8f95-daa3a6f4d6aa,Recurring,Europe,4945.332222222222
1e34854b-edd7-457e-b8a5-6b194cd5f4ea,2024-09-09 12:08:12,54707,Submitted,Bar drive structure face.,special,sherri36,Finance,Miscellaneous,2024-09-25 12:59:39,d35648dd-7a25-4213-b479-5671d5ae423c,Recurring,Africa,384.8575
63a71d39-871b-44ce-9cae-028a4de65967,2024-03-12 09:00:05,17347,Submitted,Stock black shoulder.,letter,meaganreid,IT,Travel,2024-09-09 00:21:46,16d9a933-6c4f-4dbc-ab3b-cc31e38cc7bc,One-time,Europe,4335.3613888888885
b2eee8c3-0bda-4c75-b4f7-edf6b0d91a7e,2024-03-17 19:35:43,76010,Submitted,Believe head town first matter you.,rock,albert63,Product Management,Assets,2024-06-03 16:45:14,7efb8980-ebcf-44da-9212-e54d41156c62,Recurring,South America,1869.1586111111112
be5b396a-6030-49ad-b1b8-f822b9cb4723,2024-09-08 14:30:46,38028,Pending,Trouble avoid laugh town small choose work.,respond,nlewis,Finance,Services,2024-08-07 09:50:14,d31ad1eb-5c7e-4d42-bff4-31c9de97ef47,Recurring,Africa,-772.6755555555555
d87295c2-a8a9-4d07-ac81-03ffff8262e6,2024-07-07 03:31:37,17512,Submitted,Cup industry business top several.,respond,qflores,HR,Services,2024-04-10 01:43:05,56fafe21-7680-4141-ad5e-2df836c98fc1,Recurring,South America,-2113.8088888888888
75b95f64-3377-4b37-9486-368b253d089b,2024-08-06 19:55:23,52664,Pending,Represent final star police upon floor simple.,Mr,lespinoza,Customer Support,Services,2024-03-10 18:14:11,79b757e2-1212-436c-8acd-3a46673d4e83,One-time,North America,-3577.6866666666665
68fc727f-aed6-4136-8489-990239b61b87,2024-04-14 19:20:36,66999,Declined,End high week moment cultural whose least management.,defense,denniscross,Customer Support,Services,2024-10-03 04:52:56,cbeb75b3-b481-4419-a793-7fc54c01c2ef,Recurring,Europe,4113.538888888889
8ca671b8-0ab6-45aa-8d87-fb2fefecb9db,2024-01-31 00:00:34,69295,Processed,Citizen ten none father case media foot method.,present,debra35,Finance,Assets,2024-05-24 08:49:58,9beca7e2-e31c-4836-804a-f72b0753fe5f,Recurring,Africa,2744.8233333333333
2dd52df4-6696-435d-aa6c-ac924fc21575,2024-04-27 11:42:22,32837,Submitted,White throughout cold rather shake.,quickly,don49,Finance,Travel,2024-06-11 21:17:24,c0b14aee-792c-4e26-a2fd-81f149294bed,One-time,Africa,1089.5838888888889
7b82056e-08ef-4a1f-b2d0-ab3d47499f44,2024-01-20 12:26:59,64959,Declined,Condition page until official nearly.,quickly,marthabaker,Product Management,Assets,2024-05-04 05:31:45,be9ee542-f234-4c96-9a65-be1540678843,One-time,Africa,2513.0794444444446
affa6aae-d987-4a1a-8f01-1bf3cd512ceb,2024-02-09 08:17:37,68204,Submitted,Will ago science report situation new.,like,danielnicole,Sales,Miscellaneous,2024-07-31 12:16:34,d7b57d1f-3643-4952-8a7a-996688e18984,Recurring,Asia,4155.9825
fb9f34ea-8f8c-4504-a035-325b2754a676,2024-06-16 22:50:05,18300,Pending,Station paper part condition land.,ready,meaganreid,IT,Assets,2024-03-08 17:10:14,9ff67658-31c0-4cc2-8bcf-61ef8299e07f,Recurring,Europe,-2405.6641666666665
3b2ebbfb-986b-4451-8b05-8ef1701738cf,2024-09-06 00:51:27,67221,Pending,Result service page exist news.,like,qflores,Customer Support,Services,2024-02-25 14:25:45,f78bb40e-4ad7-4993-881d-0aeb2e36da18,Recurring,Europe,-4642.428333333333
5d9692ee-bae9-4bc5-b63e-1675528045f8,2024-01-16 04:17:49,62753,Pending,Others party you at bar.,like,hopkinsrebecca,Finance,Travel,2024-08-15 07:17:15,8da4080c-34da-45a2-8aa1-53e94e796668,One-time,Asia,5090.990555555555
66f18bba-092e-48c2-9b29-395b0a54a7a3,2024-01-24 18:55:37,45161,Submitted,Address away course feeling whom.,action,bhernandez,Finance,Travel,2024-03-01 05:26:46,ce8004ba-2bb1-41ce-a975-dd8b87a205f6,Recurring,North America,874.5191666666667
441680d4-c216-4f41-8eb7-4e7a9a3c3e5c,2024-08-05 04:49:03,18477,Pending,Drug eat although skin those support.,test,deborahhill,HR,Services,2024-03-25 17:56:51,6946b7ed-04d4-4c18-ba37-63520ed9af68,Recurring,Africa,-3178.87
422ccb36-1411-4377-a900-35f90564fec4,2024-04-14 06:30:48,95584,Declined,Imagine control plan try.,detail,stewartshannon,Customer Support,Assets,2024-09-03 04:15:45,cac9fe53-0521-4ff6-9964-9662c4d65255,One-time,South America,3405.7491666666665
b1edda66-32d7-447f-b527-e8e9b02748b8,2024-04-25 15:30:18,58288,Processed,Home country vote election by view.,marriage,davisbenjamin,Customer Support,Assets,2024-05-19 01:06:41,470482eb-4d1d-47b8-b252-26fc2be60830,Recurring,Asia,561.6063888888889
a0757350-3808-4dce-ae7d-bf5b5ed53037,2024-06-18 10:08:15,25587,Submitted,Up different old cup maintain artist affect back.,Mr,jessica82,Development,Services,2024-02-27 02:06:35,8c16ca51-13c2-41a0-8471-87070a4d6b22,Recurring,Europe,-2696.027777777778
b89b55dd-89e1-442c-91b9-9715fdbedea8,2024-06-09 04:58:17,13193,Declined,Again approach hospital.,stuff,stewartshannon,Development,Assets,2024-05-09 11:37:25,f95d9e01-28d3-41ce-8629-ea9b053f07ed,Recurring,Africa,-737.3477777777778
c985396b-7c84-47c5-9647-0fc6221454cc,2024-10-22 18:24:13,14361,Processed,Blue evening debate toward card itself that.,marriage,qflores,HR,Assets,2024-10-26 22:54:59,992c779d-522d-4db2-8e5a-63db2eaa2efa,One-time,South America,100.51277777777777
b1520d6e-8efa-48e6-806c-ab221a2a0b2e,2024-05-04 11:21:51,82790,Processed,Research reach vote heavy develop list sport step.,Mr,kimberly55,Product Management,Services,2024-10-17 21:25:38,330956c4-fc97-4713-8457-c288b1e71729,Recurring,Asia,3994.0630555555554
3d908e2c-dc8e-4fa5-a10d-11929c0883d8,2024-09-11 12:37:50,28643,Submitted,Again almost us war.,enough,elizabeth03,HR,Assets,2024-08-05 14:17:27,4aa01fbd-7252-451b-9dc2-e4e7df4d075b,One-time,North America,-886.3397222222222
709598cf-38f4-4470-8979-b9a685b7b55f,2024-04-20 04:09:04,37538,Processed,There industry feel lead difficult my safe.,respond,alanjohnson,Sales,Assets,2024-07-16 14:49:59,4baf994e-ee3a-4c5b-97b0-e1aef3fd1108,One-time,Asia,2098.6819444444445
88cadd87-fd8e-4126-9569-21b2f0c7f8cd,2024-06-22 09:22:45,59049,Submitted,Man per yourself official base.,action,debra35,Sales,Travel,2024-04-25 19:17:43,ad36b498-9ff4-4cf6-9d0c-4d17037766b7,Recurring,Africa,-1382.0838888888889
a9d80b68-fce4-4624-acc8-e49207292d05,2024-09-03 18:33:53,46706,Pending,Job step bed deep morning recent ready.,respond,xgregory,Finance,Services,2024-05-01 19:59:03,d914b457-adb0-4ce4-91e5-c1c70856544e,Recurring,Asia,-2998.5805555555557
b9ca4421-b709-424d-b365-8991d6067db8,2024-06-08 22:06:26,46498,Submitted,Me surface too perhaps tend.,respond,alanharrison,Sales,Assets,2024-05-21 03:29:56,da1800fb-a407-4b5d-9c33-ce33188483b0,Recurring,North America,-450.60833333333335
6548f96f-0462-4bc0-a924-ec73712dac28,2024-10-17 12:13:17,12563,Declined,Still strong early unit much response worry.,respond,khorn,HR,Assets,2024-08-05 07:43:36,2a56c413-9d88-4133-a3f0-edef26b9e664,One-time,Asia,-1756.4947222222222
8db15979-09a0-4d15-9c7b-3f3ce1340993,2024-02-03 05:17:58,21454,Declined,Subject could risk improve.,defense,albert63,HR,Services,2024-03-27 08:10:52,48fab86a-cf80-408b-a99b-830d6e9e02b6,Recurring,South America,1274.8816666666667
7a7f370e-aa3b-45d6-b01c-f840708654ec,2024-05-04 19:18:35,27909,Processed,Customer professional specific detail population agreement they.,letter,lynnsmith,HR,Services,2024-06-14 04:39:55,9eb9589d-a672-48a9-939e-cfc57005bc8c,Recurring,Africa,969.3555555555556
81ea2793-c84a-4a63-93a9-05d91df406f1,2024-04-16 12:25:16,73423,Pending,Bad nation staff.,special,nlewis,Customer Support,Services,2024-05-12 21:19:31,d42502d1-366e-4778-9340-f53c0bb5a4b5,Recurring,South America,632.9041666666667
e20ebb28-7462-49bc-8cc3-346243aa8343,2024-05-13 02:49:15,85148,Submitted,Everyone Mr commercial opportunity focus compare.,present,khorn,Product Management,Assets,2024-09-09 18:26:23,5a0b56d9-0847-4947-a30a-38b1eef6c873,One-time,Africa,2871.6188888888887
90584d0f-87ae-471a-8932-e63e7b974973,2024-03-14 21:30:44,90689,Submitted,Herself street meet ahead garden purpose maybe.,letter,villarrealerica,Product Management,Travel,2024-03-09 11:01:18,165cfde8-bd23-4a69-9af2-c43c6a26191f,Recurring,Asia,-130.49055555555555
1a5898ed-c43b-4828-88be-2e5f45cf1ece,2024-04-01 14:49:59,85662,Submitted,Interesting no manage hotel stock education win.,action,garciaregina,Product Management,Services,2024-02-04 14:26:33,b9da6ec7-2474-431d-a561-48a74361d36b,Recurring,Europe,-1368.3905555555555
71799e6a-6cdd-485b-8a7e-d8fb44718fec,2024-05-06 07:34:29,69537,Pending,That send for month build guess job their.,quickly,albert63,Sales,Travel,2024-09-18 21:04:55,612332fa-fc7e-412a-9cc8-0ad4ad0b5ec8,Recurring,South America,3253.507222222222
efa66024-68a2-4606-b90a-9605f261269d,2024-01-25 09:32:34,26305,Pending,Billion individual poor inside.,Mr,lespinoza,HR,Travel,2024-03-23 10:15:09,7663afba-7dce-4f3c-b673-25450153a137,One-time,Asia,1392.7097222222221
0058086d-e8de-40fb-a2f7-290d31ac94df,2024-07-24 03:09:56,98380,Pending,Investment society modern west.,special,garciaregina,Product Management,Assets,2024-09-18 07:56:09,54e3c3b6-c336-41c3-96ac-efba40f424b6,One-time,North America,1348.7702777777777
12affc8d-3920-4cf6-a184-ed53fc9e8e24,2024-08-25 11:32:59,28396,Submitted,Air religious middle agreement close impact.,Mr,gina99,IT,Services,2024-07-07 22:26:29,3acc7939-8e45-4f58-b312-813a5ef82a59,One-time,South America,-1165.1083333333333
7666b361-2ea5-4f9b-9b49-8f669174f710,2024-10-16 00:24:47,25987,Declined,Very friend late ability water.,special,qlewis,HR,Travel,2024-01-02 13:47:22,271e37d9-1f44-4daa-8bd6-231f48540a0e,One-time,Europe,-6898.623611111111
c8f2fd54-1d4a-44af-afc7-d68e1cde9347,2024-10-10 12:23:49,65347,Pending,Similar their decide career.,rock,garciaregina,Sales,Services,2024-06-01 06:24:53,452197aa-0028-4aaa-837a-4e5f535fd671,Recurring,Europe,-3149.9822222222224
71829842-70f9-452d-95ca-8785b5a3a7b3,2024-01-13 18:14:03,12122,Submitted,Idea place above thought into sing whose.,ready,xgregory,HR,Services,2024-04-26 18:36:39,bd4c11ec-a1f3-4ad8-8ecc-994a83ae4e49,One-time,Asia,2496.3766666666666
d705318b-ee10-4895-9d40-b255c6cff465,2024-10-22 09:38:44,13245,Pending,Plant camera claim base focus.,enough,alanjohnson,HR,Assets,2024-06-16 19:18:04,939246b7-7a8e-4eb9-a6d3-d287f6427e85,One-time,Asia,-3062.3444444444444
a1234f8c-5339-4ee4-87cf-92ff1ff228f7,2024-01-01 06:49:21,16579,Processed,Available process well mean low.,ready,stewartshannon,IT,Assets,2024-06-14 15:40:42,c7d38d0b-c097-4698-94e1-8af59eeadba1,One-time,Europe,3968.8558333333335
51ecbdd2-6409-4d4f-9613-adccfd97a1ba,2024-08-12 19:04:48,54153,Processed,Son have teach carry still provide read.,defense,james79,Customer Support,Assets,2024-09-11 22:15:29,5a0fdea6-c5fd-493b-be34-fbbee2d9c501,Recurring,Africa,723.1780555555556
4ab3ed9f-5b7c-457b-b72f-d0579302d76c,2024-02-06 11:53:00,97787,Pending,Issue remain purpose level its real medical.,stuff,mendezkathryn,Customer Support,Miscellaneous,2024-02-05 05:56:24,ccbd09c9-3a24-48ba-b742-abb755cba2a2,Recurring,South America,-29.94333333333333
7d3399f8-8597-4a7b-a952-26e85a0b315d,2024-06-27 08:02:24,14236,Declined,Tell which phone agree.,detail,shannon69,Development,Services,2024-04-02 10:46:44,45f49bc4-57af-4896-8388-726d301f1065,One-time,Asia,-2061.261111111111
a5ee7c20-041b-4f1b-9d66-6f20377e8256,2024-07-25 21:50:17,96936,Declined,Describe agent left.,special,natashaanderson,Customer Support,Services,2024-03-26 23:45:11,d91bb269-f9e4-48cc-bd30-8e786d5768d2,Recurring,South America,-2902.085
3b327788-b36d-48be-abb7-603ecda04149,2024-10-03 11:25:10,12952,Pending,Bank yourself section.,stuff,hannah43,Development,Travel,2024-09-30 00:54:26,de9eff49-9142-46cb-aaea-cb5954b1e437,One-time,Africa,-82.51222222222222
7d30f274-d453-481c-9ffb-4e2de30d7326,2024-04-15 04:37:20,95471,Submitted,Financial enter forward use.,defense,michael39,Product Management,Assets,2024-03-30 02:15:45,18fc91c1-358a-4d7a-9b47-fb6ebe1242a7,Recurring,South America,-386.3597222222222
9355121d-3a0c-419a-8e51-a5d8539762d1,2024-03-08 10:03:54,13933,Pending,And often face role factor.,special,villarrealerica,IT,Assets,2024-02-06 22:24:49,e3a63525-01f7-4392-85c1-99f37ef12573,One-time,North America,-731.6513888888888
