number,opened_at,amount,state,short_description,ci,user,department,category,processed_date,source_id,type,location,processing_time_hours
053ba77d-04fd-4653-a278-de5549693692,2024-07-14 17:23:43,46351,Processed,Suggest house cultural stop.,see,beanlawrence,Finance,Assets,2024-10-28 02:24:06,46645079-2d7d-4426-b80c-880cb08b2b96,One-time,South America,2529.006388888889
dbdc9e18-9e38-43b0-9167-367135bca2d7,2024-05-14 09:25:48,57526,Declined,Reduce eye build news.,social,mccannnoah,Finance,Assets,2024-06-23 02:15:06,aad71b20-f60b-45ef-84ed-6b1789f57ebf,One-time,Africa,952.8216666666667
787da5b2-7fbb-4d86-89cd-5ff6b74e2885,2024-05-09 23:30:07,14842,Pending,Theory table goal tax.,four,vanderson,IT,Services,2024-08-24 19:10:21,f92cadef-b501-4226-a095-47e476ec79e4,Recurring,Africa,2563.6705555555554
9471df74-ae3c-4163-90f2-431c49b7b5f1,2024-02-15 18:01:01,57003,Declined,First Mr work two reality manager.,get,xfowler,Product Management,Travel,2024-07-26 00:45:48,ab07d201-b21f-4984-8182-dc4cd45ed312,One-time,Europe,3870.7463888888888
10d725d8-e9fd-4c2e-a73f-6d8a58109f5c,2024-04-23 18:16:00,50638,Declined,Social traditional southern outside memory.,civil,hunterlisa,Finance,Travel,2024-04-04 22:46:14,f160ca44-bbee-4ed6-bd86-cd13d90b8ca6,One-time,Africa,-451.49611111111113
49ba7712-58a3-4735-bcd6-5ad2e169c34a,2024-10-06 04:09:25,86933,Pending,Scene court peace piece anything.,social,wilsonkaren,Customer Support,Travel,2024-01-19 02:48:39,dec15ed6-af8b-4b7c-9180-1916a2309c26,One-time,Asia,-6265.346111111111
caa2f6eb-fa68-49e4-84aa-6a6552f20b6b,2024-08-05 13:08:28,38369,Submitted,Ask condition into center specific.,see,meyererika,Sales,Travel,2024-10-25 21:49:16,eb191b6d-2be0-446e-be18-ec5429a8e7ec,Recurring,North America,1952.68
01f41ff8-86f7-443c-82fe-541d3346893c,2024-04-03 20:08:23,21322,Processed,Mr today hit chance.,attorney,cassandragarcia,Development,Services,2024-04-07 08:16:52,48dcc186-b92d-41f2-bddf-d79f773e8711,Recurring,South America,84.14138888888888
237e371b-abc0-4133-8b16-723dd7266c36,2024-05-28 04:05:19,23747,Submitted,Old ok five serious.,word,bestlindsey,Development,Services,2024-09-13 03:17:14,0b08b5ad-6e2c-414b-8781-c4b59d85dcb2,Recurring,Africa,2591.198611111111
99cb1c8b-acac-440b-b600-487e55892f9f,2024-06-16 08:36:52,65773,Declined,Herself above Congress spring door election.,social,alexandersantiago,Finance,Travel,2024-05-20 23:15:52,b83723e7-de48-4d54-876d-8b72d3aff079,Recurring,Africa,-633.35
bcf0711a-c756-48eb-8e19-10919f264aaf,2024-04-10 00:39:18,40075,Processed,Unit off decade growth if group garden.,very,cassandragarcia,Finance,Assets,2024-08-05 03:28:01,314dcfa9-a4a8-448d-ac73-599cde6cde63,Recurring,North America,2810.8119444444446
99d007e2-be8e-48b0-8e8a-aecee8879ed5,2024-10-24 14:12:57,57730,Processed,Article partner heart effect health.,there,wmartinez,Customer Support,Services,2024-10-28 06:25:51,6acedbda-ad8b-49e8-9d5a-9f9e6d85d0d3,One-time,North America,88.215
a97bf474-fcd4-4d4c-ad01-391ca57f9109,2024-09-08 12:43:57,13638,Processed,Likely social throughout recent newspaper should black.,send,pamelaroberson,HR,Services,2024-10-19 08:18:13,7fc33a2f-6c5f-418b-86bf-6aebbb0a99bb,One-time,Asia,979.5711111111111
10679799-0854-4bb7-a074-6811e7cb62b0,2024-01-16 22:39:09,20828,Pending,Various stop care reality necessary.,four,fhernandez,HR,Services,2024-04-27 20:55:10,d8490562-092c-4e05-8193-590aa3fa8180,One-time,Asia,2446.2669444444446
6597698d-f568-461d-b28a-6d847af7afad,2024-04-27 03:46:09,44776,Pending,Player debate item play hear magazine itself new.,four,larry34,Sales,Assets,2024-01-23 10:09:15,f625579b-6beb-48c7-be2c-629c5b6c407d,Recurring,South America,-2273.615
76d3f05e-07cc-4371-aca3-f176793b08ca,2024-03-07 02:12:08,65856,Submitted,Compare example go main rather.,get,kelsey04,Customer Support,Services,2024-02-19 16:48:28,faa5da3d-2497-4046-8c2f-26f8f27e0e32,One-time,Africa,-393.39444444444445
4f01d242-6806-41eb-8a53-ca6ac85db6f5,2024-05-14 11:13:24,15591,Submitted,Rather more describe daughter half too.,management,lisa77,Development,Services,2024-07-11 12:39:42,c550e647-3734-4096-a7bf-ec3805584289,Recurring,South America,1393.4383333333333
57e02873-0f7a-4b4b-b4d2-cb200a165b80,2024-06-08 09:59:22,28890,Declined,Language camera consider any above.,social,katiewilliams,HR,Miscellaneous,2024-03-22 12:30:32,68b112c9-6d40-4665-bf02-95642a8ed968,Recurring,Africa,-1869.4805555555556
5b1c627a-390d-40ba-8835-2975938256a1,2024-07-08 06:57:23,26821,Submitted,Improve control number strategy face shoulder together.,get,jennifer15,IT,Assets,2024-04-29 12:12:31,e10c4411-12d9-42e5-b8bd-8287b6cbf359,One-time,Europe,-1674.7477777777779
304c3324-4650-497f-95c1-49423b72a06c,2024-05-19 21:50:54,29382,Submitted,Not government no campaign weight bar ok garden.,see,fhernandez,HR,Services,2024-03-28 12:50:55,5de21a15-6f7b-4d45-943a-4e45d582be4f,One-time,North America,-1256.9997222222223
7dfb81bb-5594-4b68-bd50-ef25eb13aab5,2024-03-09 03:51:43,21473,Pending,Staff policy talk determine make.,me,brightkaitlin,Development,Services,2024-06-11 03:12:06,858fad99-92fd-4fca-97ed-203b13d84fec,Recurring,South America,2255.339722222222
0ba57050-fc66-436d-85d7-ce16d796d91f,2024-08-10 23:11:17,74210,Submitted,Leader the animal high fill minute anything issue.,per,wmartinez,Product Management,Assets,2024-04-29 19:46:54,46f713bc-ece7-414c-a488-5f63f2dc440d,Recurring,Africa,-2475.406388888889
b301bdbd-5ed1-4f0b-9076-7099d617f1e0,2024-07-09 07:34:08,15824,Processed,Clear establish full group into happy point.,call,wmartinez,HR,Assets,2024-08-15 00:34:12,277010a6-f08f-4421-b92c-b938bcbb271c,Recurring,Africa,881.0011111111111
ccedd5e0-d9b1-492d-b570-f3d0930ceb2e,2024-05-11 09:10:11,46471,Processed,Send baby bad make.,per,larry34,Sales,Assets,2024-07-13 08:12:07,db56fd78-aafc-4dfc-be24-88c0a337abb8,Recurring,Asia,1511.0322222222221
86a9e13f-7b0d-49e7-94c2-3b6b24e59cc9,2024-03-07 03:26:26,25253,Submitted,Plant grow rich whose bank.,management,angela10,Development,Services,2024-10-22 10:53:09,1eb91a91-c066-4c2c-810f-9c3c4f0b80a7,Recurring,Africa,5503.445277777778
bf1923e8-5f4e-410b-b8cd-3fae37451dfe,2024-08-27 03:09:49,24538,Pending,Increase message decision economic.,civil,arthurhernandez,HR,Assets,2024-03-06 23:25:14,c9cc75ad-fb20-4638-94c5-9f2fc381b887,One-time,Asia,-4155.743055555556
d5b0afde-bd37-498e-b5bb-709d523eb4f8,2024-09-21 00:56:51,13224,Pending,Control million quality future size drop nor.,house,allison38,Development,Services,2024-04-09 13:21:09,1b95dfa1-1699-4e12-8be9-7c2504be963d,Recurring,South America,-3947.595
32e30157-c105-4387-b303-3f21fbaf848b,2024-06-05 00:35:36,87380,Pending,Power bar point do use seat.,per,ucampbell,Customer Support,Services,2024-03-04 18:51:39,0d5f5129-29c8-417a-b2a0-95604f044302,One-time,Europe,-2213.7325
516048fa-c3dd-4de2-959f-ff9cd483b67c,2024-02-20 21:31:04,58130,Processed,Already bring small letter.,per,brownangela,Sales,Services,2024-03-30 17:55:01,2b079159-5096-47d6-b923-089a67989444,One-time,Africa,932.3991666666667
46b48e10-ff50-4450-9137-4917c9b9f00a,2024-08-20 03:19:13,95262,Pending,Throughout either citizen.,management,owest,Customer Support,Services,2024-05-13 15:28:56,6dcb76a1-ed44-4702-9703-c1aa43edd94a,Recurring,South America,-2363.8380555555555
1ebd2267-5b0c-439c-99bb-c5469125d9cc,2024-06-21 05:26:12,18875,Processed,Thus most nation since.,send,lanemark,HR,Miscellaneous,2024-07-03 21:35:11,d51c8371-6468-4374-b2a4-fc7507db9779,Recurring,Africa,304.14972222222224
a59ecdba-f3a5-4cd6-b022-dc66c4d6c37f,2024-03-22 21:38:21,14283,Processed,Like authority identify.,management,allison38,IT,Services,2024-05-02 01:02:07,b4ff43b7-bb24-46a8-83c5-75b22143b327,One-time,Europe,963.3961111111112
430fdcc7-be74-4284-9b1c-3bc28c0c1de7,2024-10-23 08:41:06,97259,Declined,Bank democratic into care.,per,arthurhernandez,Product Management,Services,2024-03-09 03:17:14,5dfe5f03-fcdf-470b-ab0a-f750809d7c75,Recurring,Africa,-5477.397777777778
ec3568ce-051d-4604-a937-dfdf6c82d698,2024-01-28 21:29:44,66558,Processed,Goal continue particularly candidate participant ten positive.,upon,brandon71,Customer Support,Travel,2024-07-04 19:44:02,ff17a693-8bcf-466b-9523-459130000b80,One-time,Europe,3790.2383333333332
a09123a0-4145-4e6f-b4ac-6da3a9ded199,2024-02-20 22:06:35,44701,Pending,Painting design lot radio media debate.,there,fhernandez,Finance,Assets,2024-02-10 01:50:38,2ab8c794-f8c4-461e-967b-5c2ec07de9bb,Recurring,Europe,-260.2658333333333
5cc89906-ccba-4d35-9a76-57c40a2c75e9,2024-01-21 16:03:00,21219,Submitted,Truth war follow new material contain.,get,jessica29,IT,Services,2024-03-02 13:34:43,981511ca-fa24-46f4-9bce-3b03e6b38b45,Recurring,North America,981.5286111111111
3a5a3b9d-6603-4e98-9257-cb103747e0f2,2024-04-15 08:48:56,53686,Processed,Camera follow international mother thank same parent.,me,fhernandez,Sales,Travel,2024-07-19 21:56:27,6de5efb9-a75f-41e7-a1a8-e4df639d23f5,Recurring,South America,2293.1252777777777
b41c808c-9c56-4030-a8b5-f88ad0c3eb33,2024-08-14 14:14:08,29453,Submitted,Letter ground miss.,very,bwilson,IT,Services,2024-10-13 06:49:33,c3280c30-3c67-46d6-aa39-d414e40c4972,One-time,North America,1432.5902777777778
4af139e1-a40a-4c09-a91d-bc938cf39d85,2024-10-10 19:27:48,14236,Submitted,Toward pattern arrive us population beyond rich.,policy,fhernandez,HR,Services,2024-01-25 22:29:16,9d3be8ba-56f9-4d54-b44c-b62d99179cc5,Recurring,South America,-6212.975555555556
a6982699-349c-46c7-87de-e20d0bedef04,2024-04-29 03:48:53,48355,Pending,Cold side less decide power person once.,upon,kelsey04,Finance,Assets,2024-02-07 03:39:39,3dbdb0e6-1969-45dd-aef0-9a490fb2687d,Recurring,South America,-1968.1538888888888
020720ad-94f4-44b8-af94-bfa5af514946,2024-06-02 09:46:14,55205,Processed,Artist hold remain design between perhaps operation stage.,upon,kelsey04,Customer Support,Travel,2024-06-22 15:07:13,5e8c88a0-78aa-474c-92cd-0cbef7c11a73,Recurring,South America,485.3497222222222
bfdb24a9-1675-49cb-a8b0-6094b05a1a9f,2024-06-12 06:22:36,20518,Processed,Color smile summer little daughter.,there,danielwatts,Development,Services,2024-06-14 14:12:03,638378da-81fd-49c6-afb9-038988f9a81d,Recurring,North America,55.82416666666666
9e6b85c3-71df-4250-87d0-a530d5ae2fc9,2024-01-09 09:54:17,65263,Pending,Notice you few thing skill.,me,beanlawrence,Customer Support,Assets,2024-02-18 02:24:36,5a5faee8-13e2-44fa-90cb-eb4c55834c1f,Recurring,North America,952.5052777777778
66bc174e-d6e5-40ed-93f1-656ad4b93896,2024-01-03 12:57:17,11281,Declined,Operation pay court approach democratic.,civil,knightpatricia,IT,Travel,2024-07-29 12:28:43,983d0d20-3623-4ab9-ac85-138de81a708f,Recurring,Europe,4991.523888888889
af33d867-2af4-465a-acec-dad97984f0c7,2024-05-14 03:00:35,24537,Processed,Similar baby they usually action save within common.,feeling,angela10,HR,Miscellaneous,2024-09-29 02:06:22,48df7576-ce28-4c53-86ed-cb9a14039a45,One-time,Asia,3311.0963888888887
f7885917-0c94-4d99-817e-4d2d28739a59,2024-03-07 09:00:40,29379,Declined,Money she or someone past dinner would series.,civil,kcarney,Development,Services,2024-07-17 19:54:59,1d7a2ce7-f0db-4737-8292-ed34beacb604,Recurring,South America,3178.905277777778
d2649b2f-0d73-48c2-b146-717410591a70,2024-05-29 10:25:03,26259,Declined,But them door owner short.,there,jennifer15,IT,Assets,2024-10-01 22:17:51,6d700012-4dca-4dce-ba4e-9727b6f3b72f,One-time,Europe,3011.88
9dd5b7c6-37fe-428f-bde9-4ba889c97f82,2024-01-13 22:48:40,74348,Submitted,Might current owner because.,send,brandon71,Product Management,Services,2024-06-06 04:47:22,4eab852c-c972-4d40-92b6-6d3b9d0820dc,Recurring,Asia,3461.9783333333335
e79faec0-94ff-4afa-8b19-81498114c648,2024-07-15 11:57:00,16907,Declined,Same before offer positive her grow young.,management,victorking,IT,Assets,2024-05-11 09:37:25,ba5afec2-4be0-4fb8-adbd-295d8db8732a,Recurring,North America,-1562.326388888889
2bd15b2c-0588-4318-b4c9-4524026349d6,2024-03-22 07:08:17,52235,Submitted,One high may five although oil.,call,michaelcontreras,Sales,Assets,2024-03-06 18:27:36,167965dc-8bcb-4517-a37d-eefbaddc200c,One-time,Europe,-372.67805555555555
6b5cb82e-0f37-4741-a8ec-219c3ba2b78e,2024-09-03 00:37:21,10966,Submitted,Property blue bank ask response.,feeling,coxkelly,IT,Assets,2024-04-23 03:27:18,80a4bc16-d5e1-495c-9165-cc7a18fcec77,One-time,South America,-3189.1675
50d91ae9-4bb4-4d4c-8cc4-276db65c0896,2024-07-26 00:59:08,23560,Pending,Choose vote difficult tough majority Republican.,see,jessica29,IT,Assets,2024-08-10 04:27:53,e06c718f-142d-4cd9-a30b-bf93b940bff2,Recurring,South America,363.4791666666667
cc8cce15-da64-4ea7-a158-1054c486d330,2024-03-18 18:29:05,12706,Pending,Site born stock simple tough.,upon,brightkaitlin,HR,Assets,2024-01-11 04:13:35,052becec-532d-486a-b9f3-71c0776d4f67,One-time,South America,-1622.2583333333334
ff4300e0-a861-43bf-9d52-8d42ea77f03d,2024-06-04 21:59:27,80715,Processed,Response science house sit.,word,eandrews,Product Management,Assets,2024-06-16 22:19:45,b7f01859-3eed-40d8-a565-7cd046a4d4d0,One-time,Asia,288.3383333333333
5f1fbed9-ab8d-4e8d-8f57-8db5290a3fee,2024-01-12 23:13:51,23436,Submitted,History ahead power leader.,social,benjamin60,Development,Travel,2024-09-23 03:00:54,ee12a01d-07df-4b7d-82bf-aeace5edee03,One-time,Asia,6099.784166666666
edb75f6b-8403-4237-92d0-8cd489d38781,2024-07-25 13:41:25,28037,Submitted,Hand various audience themselves.,house,myerscharles,Development,Services,2024-03-23 18:15:25,ddec87f4-9473-43d8-b521-3df1acf9489d,One-time,North America,-2971.4333333333334
84d97b5a-61bb-4e19-a8e5-3db7e1e0f1e9,2024-01-28 01:20:03,61284,Pending,Individual son involve food left just certain.,call,xfowler,Customer Support,Travel,2024-05-19 03:53:28,60f1e978-286a-47c9-8dcb-75cc8a1977bd,Recurring,North America,2690.5569444444445
3bc17b4e-05db-4857-8bea-043cd8491af8,2024-05-08 18:54:14,18183,Declined,Attorney would pressure require lose inside.,open,wilsonkaren,HR,Assets,2024-03-02 12:40:36,4f3f2ea5-11b3-4439-9b03-17170f4b0218,Recurring,South America,-1614.2272222222223
3e6b6609-2ebe-44d7-b59a-c3707b9c2c88,2024-04-16 04:09:37,79470,Declined,Him yes example national positive think behavior evidence.,open,hunterlisa,Product Management,Services,2024-10-27 13:26:31,97ecab32-cae0-459d-a797-8e7783f8e868,Recurring,Europe,4665.281666666667
a7f6ead7-7aa4-4516-9a0d-965be1f41c4a,2024-03-20 12:50:11,89318,Submitted,Manager book wife include.,see,lbarber,Product Management,Assets,2024-06-09 09:30:38,2141f0b8-e154-47c5-be81-95fc05de0b5f,Recurring,South America,1940.6741666666667
12663906-de6a-4819-bbb2-bfbd39b8f2b8,2024-02-21 00:09:49,10295,Submitted,Stock morning together current age national.,per,myerscharles,Development,Assets,2024-05-05 22:18:25,8f863c73-ae74-42ed-9e1e-bc016fa2cf7b,Recurring,Europe,1798.1433333333334
62fc7aa8-dc1f-4b69-8e35-ec20b25e3e31,2024-07-04 08:01:57,64044,Submitted,Issue other from head.,management,michaelcontreras,Finance,Travel,2024-09-02 18:38:41,2355b7aa-3a36-4fe6-81f2-d48c5bb417e1,One-time,Asia,1450.6122222222223
a44176bf-706f-4b8d-b75c-4a44befdf151,2024-07-31 01:39:26,24962,Processed,Appear write dinner eight experience hospital.,me,wmartinez,Development,Services,2024-10-11 00:16:36,cba4e37c-adef-4f36-a875-98481d3b36de,Recurring,Europe,1726.6194444444445
1e5db84f-8034-4ad7-8cc8-346d248cd9a4,2024-06-11 13:13:32,18726,Declined,Senior as small she according sell because.,open,xfowler,Development,Travel,2024-10-07 06:11:56,2285d2a6-6d5e-498e-a262-9c39b9b870ea,Recurring,South America,2824.9733333333334
5b7e9155-ba53-4e17-bcd2-e56d8d903a55,2024-04-15 11:19:52,85513,Submitted,Oil late until pick style score.,civil,pamelaroberson,Product Management,Services,2024-06-27 08:15:14,6da92406-0dd7-4f04-bd17-6a2309a2dfde,Recurring,Asia,1748.9227777777778
95a8f686-085a-4905-ae41-f7ccec77ecc8,2024-01-04 20:23:02,68188,Submitted,Style strategy fight wife compare.,there,kcarney,Finance,Services,2024-07-28 23:50:20,26ff2e74-f81f-493d-9ad9-f1287fa756cc,One-time,Africa,4947.455
b688abd0-6053-4b98-80a9-510e0c6c971c,2024-01-04 04:37:02,97923,Submitted,These writer respond.,policy,mccannnoah,Product Management,Services,2024-10-13 22:18:53,2a271cec-8667-4673-9ab0-b83d4d1bde90,Recurring,Africa,6809.6975
a94bb550-8a5b-43fd-b716-65ee8ae31807,2024-06-12 16:33:03,50241,Processed,Reduce peace sport Mr option certain.,attorney,benjamin60,Product Management,Miscellaneous,2024-10-01 21:35:12,74523cab-d9d7-46c7-b6a8-787d05967f6b,One-time,North America,2669.0358333333334
646646e2-1a22-444e-8b55-723b2b2b7853,2024-03-13 07:54:47,36432,Submitted,When media wide color receive include.,open,xfowler,Finance,Miscellaneous,2024-08-28 21:05:12,1492493c-1d3b-4cc2-8871-54ebd53e9f68,Recurring,South America,4045.1736111111113
b8094300-7d8d-425f-86d1-57c0e62d162a,2024-09-10 16:29:06,47501,Processed,Identify institution it purpose keep bad.,four,pamelaroberson,Sales,Travel,2024-10-03 19:18:59,69f41489-35e3-48f9-9215-65d9ab2906ad,One-time,Africa,554.8313888888889
246ad7dd-01f6-4795-bb26-3c96662d740c,2024-07-02 07:47:38,15503,Declined,Within magazine receive without position opportunity Republican.,social,hunterlisa,HR,Services,2024-03-19 08:59:57,b2ea6b4d-5637-4243-af69-a8003df2336d,One-time,South America,-2518.7947222222224
7b1589e2-afc3-4837-abaa-aac6a1aed143,2024-02-26 11:50:53,18777,Submitted,Fill perhaps different.,per,lisa77,HR,Assets,2024-02-11 22:37:31,e487fb1e-9460-48a7-894d-25a221252696,Recurring,South America,-349.22277777777776
81f3a518-e7a4-489b-b87d-3df350ab08e9,2024-05-02 10:34:21,72515,Submitted,Person here property it guess discuss.,open,lisa77,Customer Support,Services,2024-10-13 23:28:26,c618bf3c-fda2-48a1-bfbd-31d3c3f59fd8,Recurring,South America,3948.901388888889
c6cf27b9-f78a-4ccd-b716-c44efc0c96fa,2024-06-26 13:35:17,19791,Submitted,Growth partner imagine never kid.,feeling,rita59,IT,Miscellaneous,2024-07-21 04:37:37,eee5a066-9ad9-49cd-a707-273ced0f5b22,One-time,South America,591.0388888888889
0635a73e-6aa3-4f75-9649-879239ff0523,2024-01-22 04:25:36,30026,Pending,Energy day add yeah lay good to.,me,rita59,Sales,Assets,2024-02-10 01:20:03,a2affb90-064b-4e32-8cb4-d93c2730803d,Recurring,Europe,452.9075
b32e4dd4-c649-44d0-b007-4711cc4ae995,2024-08-21 05:13:33,36635,Processed,Eight lawyer southern letter different.,get,randerson,Finance,Services,2024-09-02 10:36:51,7c1cd438-094d-41a5-889d-d082c2670422,One-time,North America,293.3883333333333
8c40e554-4fc2-4f07-93cd-f7ff2c98bdeb,2024-02-15 06:10:59,45918,Submitted,Whom value despite this hear measure four.,word,hunterlisa,Finance,Services,2024-03-18 20:38:24,eff8386f-b330-4183-a932-c8b04f4f9e22,Recurring,Asia,782.4569444444444
0667b809-d63b-4c31-b31d-3b6d1ee27770,2024-01-28 10:21:51,83902,Processed,Air class set pass more.,social,angela10,Product Management,Travel,2024-03-24 03:16:51,5ab502f3-70b9-49bd-8768-b35dea091bd2,Recurring,North America,1336.9166666666667
1ba0d58a-3e34-4c52-87ad-97a0a9ea8da5,2024-04-26 00:09:45,75285,Processed,Child investment meet more again.,management,lbarber,Customer Support,Assets,2024-09-08 01:11:51,fc968004-2158-40a8-82a9-1a8773b355ad,One-time,North America,3241.035
1f1a605a-f0ee-4242-a3e4-a21b647804ea,2024-04-12 05:15:32,16927,Declined,And woman green.,send,melissa22,Development,Services,2024-04-25 16:13:01,38599abd-397d-4c61-92b7-61a0c524d3cb,One-time,Asia,322.9580555555556
13075bbb-c933-49c5-8da9-fe69edda42a9,2024-10-29 02:43:33,14627,Submitted,Firm fight with vote more.,policy,michaelcontreras,Development,Services,2024-10-24 09:57:38,96e98423-48b4-4f76-9a4a-73338107299a,One-time,North America,-112.76527777777778
8337ff64-bfb5-4111-bd90-03e6d1cc6f55,2024-07-13 17:23:05,13142,Declined,Describe rather once computer field window.,civil,cassandragarcia,IT,Miscellaneous,2024-05-15 08:28:52,305e9f89-44ab-4a97-8c91-85dd3c079fe7,One-time,Africa,-1424.903611111111
77f13c8d-0a9e-4bb8-9468-f0f168dd21ff,2024-08-03 14:22:25,65042,Pending,Friend plant any up to.,house,katiewilliams,Product Management,Travel,2024-04-18 17:27:10,dd06d9ba-0dda-44de-b4b2-5e411b84899c,One-time,North America,-2564.920833333333
ba1ce2a8-34e8-467a-aa81-32b251170a2b,2024-05-19 07:58:58,34284,Submitted,One you career the collection.,me,rita59,Finance,Assets,2024-06-27 19:30:14,6b3e894c-febc-47d1-9750-5f7f7f748446,Recurring,North America,947.5211111111112
36de3d4c-035d-4398-a2da-0d93e69a59af,2024-02-20 00:47:40,47937,Submitted,May check west miss responsibility receive.,send,michaelcontreras,Sales,Services,2024-04-19 01:22:51,e8391917-367a-46b7-841c-482faa27d1bb,One-time,Asia,1416.586388888889
4e067493-fb73-45f1-80ec-8ca6e4671a6c,2024-09-20 08:51:22,89810,Declined,Five difficult center against guess ground adult white.,per,hughesjoseph,Product Management,Travel,2024-03-22 18:43:48,631d8866-0175-4691-9f09-fb57e7442fd9,One-time,North America,-4358.126111111111
a3cb305a-9d3f-45eb-8d53-958387e43881,2024-04-12 07:37:39,72289,Processed,Adult various partner else air car bed.,social,pamelaroberson,Product Management,Assets,2024-10-11 13:20:11,6a84376c-fdc8-48c0-93fa-473ea183e160,Recurring,Asia,4373.708888888889
dcad6f1e-7cbe-4a9b-9643-f3ff88f76941,2024-09-17 09:24:34,12519,Processed,Also black save improve.,upon,melissa22,HR,Travel,2024-10-24 01:55:29,db4cc49b-c02b-4be5-b50d-ca0ab3f91080,Recurring,Europe,880.5152777777778
79bb581a-227f-4cbf-a7eb-7caa4d71d80e,2024-01-30 18:29:20,15971,Submitted,Stop drive base beyond although.,very,kcarney,HR,Services,2024-09-10 08:39:19,636a9ba7-069b-42a1-9e3f-cd2272d449dd,Recurring,Africa,5366.166388888889
df724d09-565f-49f6-8c20-217dfc17aecc,2024-01-03 18:24:36,26781,Declined,Short upon hair.,me,zmorrison,HR,Assets,2024-02-08 10:22:05,8032a48e-691d-46e5-92d2-5c0c7ae51e90,Recurring,Asia,855.9580555555556
24672f22-50f6-433f-8751-a1e8dade0567,2024-09-08 20:28:01,42152,Submitted,Might activity above he he.,send,danielwatts,Sales,Travel,2024-07-01 00:38:16,19692663-10b0-4400-ab34-dad64cb1cd0c,One-time,North America,-1675.8291666666667
8f8ad556-9b5c-4a40-a7b9-69428805a810,2024-06-30 15:45:57,31385,Submitted,It effort probably within town until.,free,bwilson,Finance,Travel,2024-09-25 19:12:55,a87dffb8-943a-445f-824e-2f5ad7cfbd46,Recurring,South America,2091.4494444444445
46ef9325-2ba7-4b47-a1ee-c4082bcaa180,2024-08-20 08:32:04,12607,Declined,So film within among skin generation film.,word,lanemark,IT,Travel,2024-08-05 15:03:23,0360b696-a542-4034-ae6b-760a0719756f,One-time,South America,-353.47805555555556
8d8a2b4d-c5c3-4858-bc23-e6409f08ec17,2024-06-01 08:23:43,22066,Pending,Daughter cultural remember new customer.,per,jessica29,Development,Travel,2024-04-18 16:07:12,e7243473-b073-4fe2-8f3c-a3111a9550e8,Recurring,North America,-1048.2752777777778
bdfbbbc0-ab64-4734-a7a0-38042056e4e5,2024-08-04 19:43:19,74437,Submitted,Appear point name either.,open,alexandersantiago,Product Management,Travel,2024-04-26 09:27:46,9d47a259-7054-4c1b-aa9b-adb2c7fb84a2,Recurring,Europe,-2410.2591666666667
