number,opened_at,amount,state,short_description,ci,user,department,category,processed_date,source_id,type,location,processing_time_hours
80e91cd5-edc3-4299-ac65-6df8f38b1720,2024-08-11 07:33:45,42162,Declined,Effect economy set.,themselves,jimenezjoyce,Finance,Assets,2024-07-10 01:17:17,555a3b7b-52b2-4cf0-beda-d134807e7ecc,One-time,Asia,0.0
5a8ce7ba-2b6f-4b92-b519-e8d637046bc8,2024-04-20 05:37:16,13527,Declined,A senior data he give will.,responsibility,abaker,IT,Services,2024-10-27 11:55:41,bec6bc12-3018-4f19-beb0-c431ab8aadad,Recurring,North America,4566.3069444444445
af7e2b6e-514e-4db5-b1ed-5ac66a9e159e,2024-01-02 09:01:28,72389,Declined,Realize expect realize check recognize eat PM.,individual,walter79,Product Management,Assets,2024-10-17 07:49:04,abd8806e-3c23-4518-bd38-7cbb1b13ade1,Recurring,Asia,6934.793333333333
9997f27a-da2c-462a-9f0c-037851829d72,2024-06-22 10:52:09,86255,Submitted,High turn throughout modern.,glass,ryanleslie,Customer Support,Services,2024-01-03 02:36:55,8583836d-2af1-4ab9-81f5-50217e477b35,One-time,Africa,0.0
737c483a-7291-4b3b-a7ed-e1645df77285,2024-05-17 21:20:36,57372,Declined,Build stay majority show idea option pick.,individual,jamie27,Product Management,Miscellaneous,2024-03-05 10:51:58,62c74d5d-7885-43a4-ab9b-2bc0d778a292,Recurring,Asia,0.0
cb665ddc-8a84-4976-8700-6f3a65d552ef,2024-04-19 17:31:06,63954,Pending,Beat whole program work decision.,mission,darrenbrown,Customer Support,Services,2024-10-26 10:45:28,71358cae-2e93-490d-a504-3d77445369d5,One-time,Asia,4553.239444444444
1ea0b58c-d0e2-4c20-b931-f9f6240acbe1,2024-04-03 21:43:02,53695,Processed,Wife remember year second figure interesting magazine.,because,huntjulie,Product Management,Travel,2024-06-09 19:33:02,4b5dd2f7-62c3-43b2-b8b5-d125e084c790,Recurring,Asia,1605.8333333333333
5053ab25-239f-42eb-8b31-aeffeeb77350,2024-05-22 05:52:03,17197,Submitted,Year leader power bed instead artist.,positive,ryanleslie,IT,Travel,2024-08-09 20:09:59,fdb39867-1242-4930-9135-0ee029b7e917,Recurring,South America,1910.298888888889
ec98196c-b6bb-4b2f-b8c9-5fae56a138a0,2024-02-28 17:48:41,19624,Processed,In on nature difficult card finally material any.,difference,avalenzuela,Development,Services,2024-09-28 00:56:27,59741cce-c071-440d-8108-41945315e558,Recurring,Europe,5095.129444444445
21f9a98c-8141-42eb-b11c-0ad7584e28e8,2024-05-29 04:31:27,66058,Declined,Positive new official suggest.,difference,josephthomas,Finance,Services,2024-09-03 03:35:16,ab40d280-85ad-4a75-a6f0-c78ad1bfda43,Recurring,North America,2327.063611111111
7428bc56-737d-47b7-83bf-246e8633fe07,2024-06-19 09:27:44,39056,Processed,Watch consider mission.,information,shelly42,Sales,Services,2024-06-24 10:44:52,7b7ae70f-e662-4733-9f55-ca641dac63a0,One-time,North America,121.28555555555556
5f152fc8-1fcb-440b-8a3f-c8360e0ab514,2024-03-01 14:39:14,28035,Declined,Send wrong important set remain agree.,difference,fharrison,HR,Assets,2024-09-18 15:44:20,0e71e00f-1340-4970-8204-2f9c10b75bf1,Recurring,Asia,4825.085
24333f8c-e7b8-40b6-8257-7570182ce663,2024-04-25 20:06:09,22660,Declined,Investment never Republican last.,glass,tonywalker,HR,Services,2024-08-22 06:11:21,2367100a-8c84-41d3-8506-119dc31c2b5b,One-time,Africa,2842.0866666666666
ff9a381d-8550-4612-9f93-88ffdd94c7e2,2024-04-16 12:54:55,71591,Submitted,Stock provide clear hard.,prove,emunoz,Product Management,Assets,2024-04-23 18:15:35,b12237f7-1a6d-45c0-8914-a67e7c143aa3,One-time,Europe,173.34444444444443
ce4a849b-c32f-431b-a70c-73d4b88e3ea7,2024-03-06 16:11:22,97403,Processed,Upon box about short.,themselves,evanskevin,Customer Support,Services,2024-08-10 10:19:42,5442fbca-0a53-43ff-a4b0-e210a4bbce1a,Recurring,Asia,3762.1388888888887
989c0da3-d20a-48cc-bbfa-382b59483134,2024-02-10 17:30:11,31045,Submitted,Stock above avoid interest tax carry.,physical,josephthomas,Sales,Services,2024-04-21 22:02:01,2b6f7ae9-f308-4ca2-ae8f-576fb29a7137,Recurring,Africa,1708.5305555555556
7b38c40c-0774-4e61-ab1a-a2eb87a3ca22,2024-10-20 00:50:23,11071,Pending,Girl specific agency music when everybody.,me,fharrison,Development,Services,2024-06-13 02:34:58,da4ac164-9f54-463f-8809-6a40793efbf0,One-time,Europe,0.0
f4bcdf76-a582-40c7-a6e0-f13193efa95f,2024-01-16 21:50:38,91601,Processed,Indicate probably enough produce see development truth gas.,me,ashaw,Customer Support,Assets,2024-02-04 03:12:27,61b09011-cd70-4b45-8a8d-59094790ae31,One-time,North America,437.3636111111111
08f38c91-4c00-4ec4-8e14-5fb299445b5a,2024-10-21 15:32:12,24323,Processed,Buy store family over front rise course.,positive,elizabethharper,Development,Assets,2024-10-22 06:48:21,921a11d1-78c9-4c1e-a02e-93f1168978cd,One-time,Asia,15.269166666666667
22c83691-b01a-456b-993e-47302c48ee7c,2024-08-22 22:12:58,89814,Pending,Energy story bit.,glass,kathryn91,Product Management,Travel,2024-04-07 19:08:14,1c8fc285-93ef-43c6-bf5c-130c7505e440,Recurring,Africa,0.0
fc3917d0-7805-47f3-98f3-f642cbf343e1,2024-05-16 16:22:56,57609,Processed,Sea concern statement.,because,abaker,Customer Support,Services,2024-08-18 16:28:04,4ee52415-464e-45dc-b189-09363b644e6a,Recurring,Africa,2256.0855555555554
3a0aa1da-2a67-40c6-9a9e-d707538c4371,2024-04-14 12:59:15,34747,Declined,Good win direction then maybe.,mission,fharrison,Sales,Services,2024-05-02 17:34:09,560feabe-928c-442c-ab06-85980b660f79,One-time,Asia,436.58166666666665
15835823-9bb7-4ec6-9585-3ac4e58f1783,2024-08-18 17:03:19,61521,Declined,Painting project wrong pattern main level concern.,decade,fmurray,Customer Support,Assets,2024-01-26 12:43:54,1d9acd59-d83a-45e9-8855-a2b657f1ab89,One-time,North America,0.0
e6bf7bed-ff42-47dd-8957-740737b96538,2024-10-03 17:07:33,19744,Pending,How without senior continue mother land wonder.,against,rosborn,IT,Assets,2024-01-24 17:32:54,8e6b22df-1870-4835-a9ff-c97cce3e4413,One-time,Europe,0.0
4d4609e2-6df4-4d6e-b72c-3c3e1ba73c50,2024-08-03 01:07:28,22759,Processed,Main interesting expert song program office rest.,responsibility,haleymartinez,IT,Travel,2024-09-14 05:29:15,a9cc018e-ed14-4a6d-8834-d71e53ba1995,Recurring,South America,1012.3630555555555
2d1352c4-f1dc-40bc-b9bd-cfab8686fdd4,2024-01-16 07:21:10,39043,Submitted,If history safe news.,information,courtney66,Sales,Services,2024-03-27 05:10:10,bfcefec0-0daa-46c1-ae5f-b9722fb5e922,One-time,Africa,1701.8166666666666
45d46a22-d195-46bf-9254-dc7c7e64f76e,2024-06-26 23:36:46,61035,Processed,Land amount heavy but either brother energy.,against,josephthomas,Product Management,Services,2024-08-10 12:52:35,06164b21-fdd6-47a9-b11f-61d1d74d265f,Recurring,North America,1069.263611111111
52c24365-097b-408e-8c62-c118f95019e4,2024-02-11 13:49:24,61040,Pending,Hundred hot reduce.,physical,grobertson,Product Management,Services,2024-09-13 22:21:52,f4b56524-a807-48f2-8957-9df9763b09c6,One-time,Africa,5168.541111111111
2e14a38f-b7a3-4917-92cd-c28cce1c57be,2024-01-27 14:22:11,56556,Submitted,Cut there conference commercial low focus everyone.,individual,edwardfry,Customer Support,Services,2024-10-02 19:10:03,109b1f43-2ee6-4e7a-a9d5-7671f3961e40,One-time,North America,5980.797777777778
dafd193a-0ce2-4c2c-b7ff-56d91a715cbf,2024-02-27 00:28:57,29525,Pending,Government PM remember before pay commercial.,window,kthomas,IT,Assets,2024-09-03 19:21:27,9deb04d3-6542-4034-8a2e-d735d067eafe,Recurring,South America,4554.875
8e960411-b7d4-4077-bd04-a1599b6dbeb6,2024-01-30 20:56:19,90468,Submitted,Law really image main.,individual,grobertson,Product Management,Travel,2024-09-11 16:37:19,5bcf5abe-6126-44dc-aa57-9324e0357fca,Recurring,South America,5395.683333333333
5a69d42b-6e1e-4cb4-a2fb-0402a81f17f9,2024-05-04 10:10:03,39714,Pending,Including brother issue.,blood,tonywalker,Sales,Assets,2024-06-17 03:14:09,d7e054cf-4157-4c9b-bba5-2128e91a1bf4,One-time,Africa,1049.0683333333334
62ab394f-2a47-4a70-b424-b07b8671a610,2024-09-29 02:26:05,22414,Declined,Present health feel worry appear.,mission,grobertson,Development,Services,2024-06-29 11:06:40,c5e3f73c-93ae-46d9-81bb-0abbbd9ecebf,Recurring,Europe,0.0
5d72cffc-bb21-4d04-ae0b-aeab07111853,2024-06-24 16:25:31,16939,Declined,Power cup media hundred area.,decade,lucasoconnor,IT,Assets,2024-02-16 02:14:31,32a85ed6-6f0a-4a50-90a0-be76d0ed4d97,One-time,Africa,0.0
bf9d01ff-f1bd-4588-b93d-22805f04f3a2,2024-10-22 22:52:33,36356,Processed,Serve time suffer door require collection figure.,physical,fmurray,Finance,Services,2024-10-24 14:07:17,ede36875-5983-487f-8839-59638fdea05a,One-time,Africa,39.245555555555555
4831e48d-40fd-428e-a059-28f350d3e3f6,2024-07-29 13:30:51,43342,Submitted,Huge specific box choice safe issue rich.,prove,donna77,Sales,Travel,2024-03-09 15:43:14,6141d3df-e24d-4ee1-a06e-2de7b2f04f0c,One-time,Asia,0.0
d6f51962-7c27-4e5c-9cff-d9cb1acd17f9,2024-01-15 04:37:38,50295,Declined,Lead option ten agree tonight.,window,jennifer76,Finance,Assets,2024-06-27 22:47:44,0599ab77-5fe2-43ba-858a-31a57178f963,One-time,Europe,3954.1683333333335
968debdb-192e-46ec-be4e-d45bbe683878,2024-03-21 02:46:39,16607,Declined,System buy again affect.,against,lucasoconnor,Development,Assets,2024-02-16 14:59:40,914abba4-2ac6-488c-982a-4674b63c903a,Recurring,Asia,0.0
3e82f098-d67e-43d4-babc-4023b6542843,2024-06-14 18:30:57,11073,Submitted,Note near agency receive imagine paper.,mission,tonywalker,IT,Travel,2024-08-21 07:51:07,d15d7212-6f4d-4e66-a685-c36e67f7c3b1,Recurring,Europe,1621.3361111111112
c3678e68-33bf-4503-aeb7-137945754be2,2024-08-09 22:54:29,24318,Processed,Minute watch improve person fear.,physical,josephthomas,IT,Services,2024-09-12 21:56:28,4e114544-28e0-4190-9b05-6aa6b1b40f4d,Recurring,Africa,815.0330555555555
d2f2c076-27be-4aac-9f0c-c25b887e1aee,2024-09-25 07:37:40,43749,Submitted,Religious could animal medical act.,responsibility,sescobar,Sales,Services,2024-06-23 09:38:11,958edd58-c0e4-4ca5-8a61-00b7bc65c747,One-time,Europe,0.0
e9b13220-0513-4119-8d46-a8c786453a66,2024-06-30 05:59:31,14954,Submitted,Investment skin doctor type place four eye.,decade,jorge04,IT,Assets,2024-09-30 05:37:39,9ee2c0ab-cd32-480e-b8d8-e7574f9d43ce,Recurring,North America,2207.6355555555556
20c1a932-5eda-4808-a65f-203ce3cde447,2024-10-21 14:46:34,21130,Processed,Concern very stuff modern trouble.,themselves,walter79,Development,Services,2024-10-24 11:57:39,085ffea6-c1a4-4ede-8cf5-9708fdb73415,Recurring,Africa,69.18472222222222
39e3c911-87c5-497f-ac1b-4d9155b544af,2024-05-22 13:15:57,42891,Submitted,Watch record training seek develop.,me,molinakrystal,Sales,Services,2024-06-10 10:04:55,b678405d-61ed-4654-835a-e8024000f07c,One-time,Asia,452.8161111111111
35de0284-7aea-49c6-89b7-06f3f3c0ff04,2024-08-24 18:32:04,73398,Processed,Health ask huge bed step front enough.,responsibility,lopezjennifer,Customer Support,Miscellaneous,2024-09-26 18:45:48,f0b067c9-8c76-4a41-9e12-6a366103ebf6,Recurring,Europe,792.2288888888888
4a8c0bf3-69c0-46cc-88cb-e0f0ca5102b6,2024-06-23 02:22:20,61913,Declined,Where record cup clear affect.,individual,alexandra75,Customer Support,Assets,2024-03-12 23:25:08,b111a26a-8ab5-4258-ae2f-a2f1f017dcf9,Recurring,Asia,0.0
45f9531f-8bed-4272-8476-acd7a07c6ea1,2024-09-30 10:55:18,25284,Declined,Listen few but message.,prove,ashaw,HR,Services,2024-02-15 07:51:45,83862825-86c2-46e6-a4ec-ef55ecb31dc1,One-time,North America,0.0
bb5ce4f7-5c59-47f5-856f-592d0674d059,2024-06-30 02:10:06,23201,Processed,Training ready own weight take.,seek,lopezjennifer,IT,Travel,2024-10-20 14:39:48,ac0d05ba-e1df-4606-95f9-f0196575bec5,One-time,South America,2700.495
15df5348-9b3f-45f8-be29-94dcdea3bd56,2024-06-20 06:14:09,50027,Submitted,Arrive teacher meeting hospital course the sit piece.,themselves,ryanleslie,Sales,Miscellaneous,2024-03-13 05:51:28,e8a7847d-1547-4de4-9452-dc14515bfa9f,Recurring,North America,0.0
3279a8bd-06b1-4b42-8b5b-4b87685e3d08,2024-03-26 08:22:50,57271,Pending,General region anything.,information,courtney66,Customer Support,Assets,2024-08-04 14:51:05,16426adb-221f-4495-912a-6d4c997f6fd7,Recurring,Africa,3150.4708333333333
37e54a4c-abc5-432c-9457-44131b90a490,2024-06-26 09:23:52,66228,Pending,Later star week possible strategy.,mission,evanskevin,Sales,Travel,2024-08-20 08:40:43,b8038415-2604-4850-ad7f-b5d47afd898d,One-time,South America,1319.2808333333332
110f5895-ee78-4838-b12c-ac70967f6cb7,2024-08-03 01:30:17,29266,Declined,Vote degree social.,above,jennifer76,IT,Services,2024-02-13 11:10:50,d88fb107-d8f3-4f24-93d7-b79bce7ecaab,Recurring,South America,0.0
58638816-9945-485a-800a-16bbcaca4dce,2024-03-31 19:34:46,21770,Pending,Someone value box.,window,emunoz,HR,Assets,2024-05-25 09:00:07,15e3ae93-749c-4dfd-9a3a-e952238bcf63,Recurring,Asia,1309.4225
cb35a444-d8c6-4cc3-a606-bef500e7f909,2024-10-19 21:52:22,27812,Pending,Conference fly quite enter.,because,josephthomas,IT,Assets,2024-03-02 09:10:23,3127a484-8acc-4292-9a78-b0be7cad762b,Recurring,Africa,0.0
62f094fc-d968-440f-bf95-872803d6ec86,2024-10-13 03:38:06,54531,Declined,Music require conference once.,seek,kristen36,Finance,Assets,2024-10-23 11:20:48,63cd5dd0-4f63-4df7-98bc-9460c354a036,One-time,Asia,247.71166666666667
44ce674e-16a1-4fb0-9e19-b6ae49e7d9e4,2024-10-18 10:27:48,96897,Pending,Real face her represent give station network dream.,responsibility,jimenezjoyce,Product Management,Miscellaneous,2024-10-12 12:54:17,4e095154-b887-4747-822f-5673f5bcfaa5,One-time,North America,0.0
84af4724-4050-4e00-a4a9-cccabb9e8e51,2024-03-26 12:38:22,29535,Declined,Camera list from character production pressure process.,decade,donna77,HR,Services,2024-09-03 16:07:22,8b19496b-edab-4606-aaa4-06eed736cd5c,One-time,North America,3867.483333333333
3d47516a-0644-4cd2-94d8-71fb3bfb752e,2024-07-23 14:50:07,40530,Processed,Form fact along bill control production quite girl.,me,sheilabarr,Sales,Travel,2024-09-29 15:34:58,6ddf2112-eff9-4a01-b484-07005a60edc9,Recurring,Asia,1632.7475
d98b349e-a1c7-44e4-971b-3534bf3245f5,2024-06-23 19:19:53,14996,Submitted,Morning make Democrat hard whatever student until.,project,fcrawford,Development,Services,2024-06-17 02:03:28,5fc6fee3-62c4-482a-8ee4-6a4da6954bef,One-time,Europe,0.0
a4b450b0-2ca5-48dd-b603-0289ab98b4be,2024-05-16 09:12:16,13116,Submitted,Note specific beat six summer.,far,heather03,HR,Travel,2024-07-17 09:27:15,9968b16b-c359-4ace-a9b2-7801c1352f54,One-time,North America,1488.2497222222223
7c7d3c4b-6f0d-4054-9dee-34a1bb98ed1e,2024-03-22 07:37:36,27311,Submitted,Decade short ground sure memory finish.,project,jose36,Development,Assets,2024-04-30 15:06:29,a0e34e21-f361-4065-8590-7050f6afb6b8,Recurring,North America,943.4813888888889
462f45c1-61b3-4065-980a-e0577bbbc626,2024-10-27 12:50:10,38379,Declined,Anyone every table.,themselves,donna77,Sales,Assets,2024-02-01 12:27:55,dcedddd2-fdc5-423a-a784-374415583536,Recurring,Africa,0.0
96aece4c-dc1f-4102-86de-6ca35abcc568,2024-07-09 11:58:39,78680,Declined,Fly take human design mouth.,mission,samanthawaters,Customer Support,Travel,2024-07-07 20:51:21,99103339-3adb-46d8-b8a7-40fe60608dc7,Recurring,Europe,0.0
f54c70c0-25e0-449f-b4aa-b9c525319f08,2024-02-17 01:48:01,17205,Processed,Relate should everything paper station weight hold girl.,far,molinakrystal,HR,Assets,2024-07-15 04:48:07,ed18905a-701e-49ed-8821-25cf10e57ccc,Recurring,South America,3579.0016666666666
4a1ee655-1a19-46bf-a5ff-46f2dee9aeb1,2024-07-27 03:47:34,11604,Processed,Girl true bed organization.,positive,tonywalker,HR,Assets,2024-09-18 14:52:54,0f4df0db-b463-4bf0-8f82-9ee83012d2e2,Recurring,Europe,1283.088888888889
b5275b55-9200-4614-8117-ab314cac011f,2024-02-05 19:12:42,58529,Pending,On reality situation low into business worker.,against,abaker,Sales,Services,2024-02-07 09:43:06,a0884a93-1203-43ab-8769-ba0c1245d26f,Recurring,Africa,38.50666666666667
d32762af-e45c-4290-9a4d-62e8f0987eeb,2024-10-15 17:05:49,28294,Declined,Often speech idea fish.,me,margaretgoodwin,Development,Services,2024-05-15 03:09:07,1bd80cb4-6c2d-4121-9065-8be512611fe2,Recurring,North America,0.0
23b2981e-6126-47cc-93b7-4aa80e0b501d,2024-03-27 21:11:31,56157,Submitted,Once institution production address defense program expert.,information,grobertson,Product Management,Assets,2024-08-22 10:18:44,eb2bd034-1e4a-4e21-9a1c-b236779c1b22,Recurring,North America,3541.1202777777776
270620c1-b79a-4dfc-80e8-bf5c53517509,2024-01-24 03:22:43,14622,Submitted,Later station PM you.,because,molinakrystal,HR,Assets,2024-05-27 05:18:59,e9cbbbf1-5e40-4365-b9b8-a7b61221b657,One-time,South America,2977.9377777777777
d7b52d6a-14ec-4bf2-b1fd-0252d68e3aa2,2024-05-01 09:37:11,59040,Submitted,Property employee deep.,seek,kdavis,Finance,Travel,2024-05-10 15:02:00,5eb4ba00-c659-42c2-ad95-00c021d24159,Recurring,Asia,221.41361111111112
7e493e20-d610-463d-a894-1bd76ad183cf,2024-07-31 10:47:32,27381,Submitted,Animal artist son enough use like save.,window,margaretgoodwin,IT,Travel,2024-09-19 19:56:52,3aab79a6-a43b-4b96-9235-9c918b0283e0,Recurring,Asia,1209.1555555555556
c8b0e904-d80d-42f5-9496-38d22fd6c4e5,2024-10-03 18:43:17,63414,Submitted,Entire thought threat large agree end.,responsibility,haleymartinez,Customer Support,Assets,2024-09-22 17:23:08,23ce2774-887b-4ae4-8c45-73d569732ac0,One-time,South America,0.0
d46579ee-516f-4151-b2b7-9edee14e85ff,2024-09-11 20:10:10,81409,Declined,Without picture data once spring.,above,avalenzuela,Product Management,Assets,2024-09-08 19:55:19,8708d299-02d3-4c72-8ed8-42f3a163bd94,Recurring,Asia,0.0
0d8c8eb6-5132-4118-9cf2-ef48a674ee61,2024-05-04 01:26:04,68138,Processed,Common action group allow establish number.,seek,kthomas,Finance,Services,2024-06-28 12:29:44,babfabd2-ae11-484f-89d4-be19928da876,Recurring,Africa,1331.0611111111111
7051ed35-718e-4079-94f4-2ef17da7f60f,2024-08-31 12:41:45,75176,Processed,Skill western fall others collection.,responsibility,hjohnson,Customer Support,Travel,2024-10-09 17:31:14,27c2de49-c15f-4ba0-a844-eddc79fe7d6c,One-time,North America,940.8247222222222
a53c7174-9992-4c45-9be2-dedc2b1fca69,2024-01-30 09:16:53,53724,Processed,Should enjoy hard travel our fish history different.,project,fharrison,Finance,Services,2024-05-07 15:04:11,3fc39692-477e-4fb8-a1a9-c4f3d5a30acb,Recurring,Africa,2357.7883333333334
365cf272-6dcd-4f48-9d04-9936592367d7,2024-05-14 23:03:59,43867,Pending,Rock compare star value range.,blood,courtney66,Finance,Assets,2024-02-03 05:49:36,bf392ebc-6a2f-400c-99e9-db070dad0b42,Recurring,Asia,0.0
adebde1b-f31b-41a5-9acd-c2dc6bc86ebe,2024-06-06 08:21:06,81818,Submitted,To rich believe nature rest.,above,lauren13,Product Management,Services,2024-08-13 10:10:07,a59747ad-4e74-4ec0-9540-89c36287bd43,One-time,Africa,1633.8169444444445
dfb1f1be-e162-4369-98e7-76196b41a6ed,2024-07-11 08:37:38,52011,Declined,Sell tough why decade common.,against,austinvance,Customer Support,Travel,2024-03-17 06:48:38,f46aa777-e993-44f2-9124-ca2438ff5849,One-time,South America,0.0
